SURVIVAL_TYPE|CANCER_GROUP_SITE|PERIOD_YEARS|SEX|YEARS_AFTER_DIAGNOSIS|AGE_GROUP_YEARS|SURVIVAL|95_CI_LOWER_BOUND|95_CI_UPPER_BOUND
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|65–69|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|85+|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|All ages combined|0.613|0.535|0.682
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|65–69|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|85+|0.766|0.608|0.887
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|1|All ages combined|0.823|0.754|0.877
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|65–69|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|85+|0.684|0.499|0.845
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|2|All ages combined|0.771|0.693|0.836
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|65–69|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|85+|0.695|0.481|0.894
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|3|All ages combined|0.749|0.664|0.823
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|65–69|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|85+|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|4|All ages combined|0.726|0.633|0.808
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|65–69|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|85+|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Females|5|All ages combined|0.749|0.654|0.834
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|50–54|0.924|0.729|0.98
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|55–59|0.821|0.644|0.915
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|60–64|0.799|0.666|0.883
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|65–69|0.827|0.694|0.906
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|70–74|0.734|0.588|0.836
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|75–79|0.735|0.594|0.833
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|80–84|0.735|0.6|0.831
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|85+|0.629|0.527|0.714
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|1|All ages combined|0.773|0.733|0.808
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|50–54|0.884|0.683|0.961
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|55–59|0.79|0.609|0.894
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|60–64|0.733|0.591|0.833
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|65–69|0.738|0.591|0.839
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|70–74|0.687|0.535|0.798
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|75–79|0.57|0.418|0.697
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|80–84|0.594|0.455|0.708
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|85+|0.501|0.397|0.597
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|2|All ages combined|0.686|0.641|0.726
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|50–54|0.884|0.683|0.961
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|55–59|0.79|0.609|0.894
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|60–64|0.733|0.591|0.833
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|65–69|0.715|0.565|0.821
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|70–74|0.687|0.535|0.798
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|80–84|0.521|0.384|0.641
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|85+|0.384|0.284|0.482
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|3|All ages combined|0.64|0.593|0.682
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|55–59|0.79|0.609|0.894
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|60–64|0.733|0.591|0.833
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|65–69|0.664|0.508|0.78
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Persons|4|80–84|0.503|0.367|0.624
